contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
NVDA250919C00062000,2025-09-05 17:40:16+00:00,62.0,104.72,115.0,116.45,0.0,0.0,30.0,215.0,4.332035834960937,True,REGULAR,USD
NVDA250919C00064000,2025-08-28 18:58:38+00:00,64.0,116.21,113.2,114.65,0.0,0.0,1.0,64.0,3.2656268359375,True,REGULAR,USD
NVDA250919C00065000,2025-09-12 17:34:15+00:00,65.0,112.81,111.9,113.65,-0.2400055,-0.21230029,13.0,821.0,4.357426428222655,True,REGULAR,USD
NVDA250919C00066000,2025-09-10 14:56:27+00:00,66.0,112.8,111.0,113.25,0.0,0.0,3.0,578.0,3.6484383789062504,True,REGULAR,USD
NVDA250919C00068000,2025-09-11 18:57:32+00:00,68.0,109.72,109.0,111.25,0.0,0.0,33.0,274.0,3.5468761328125,True,REGULAR,USD
NVDA250919C00070000,2025-09-12 19:04:26+00:00,70.0,107.83,107.6,108.7,0.23000336,0.21375777,22.0,568.0,3.488282529296875,True,REGULAR,USD
NVDA250919C00072000,2025-09-09 17:59:00+00:00,72.0,96.22,105.35,106.1,0.0,0.0,30.0,1622.0,3.308595478515625,True,REGULAR,USD
NVDA250919C00074000,2025-09-11 19:55:00+00:00,74.0,103.45,102.55,105.2,0.0,0.0,1.0,319.0,2.6250034375,True,REGULAR,USD
NVDA250919C00075000,2025-09-12 18:29:24+00:00,75.0,102.75,102.15,103.1,0.6500015,0.63663226,11.0,711.0,3.1718770703125,True,REGULAR,USD
NVDA250919C00076000,2025-09-12 14:34:44+00:00,76.0,101.85,101.65,102.25,0.34999847,0.34482607,4.0,2922.0,2.82031544921875,True,REGULAR,USD
NVDA250919C00078000,2025-09-10 18:48:33+00:00,78.0,98.45,99.1,100.6,0.0,0.0,4.0,1308.0,2.328129179687499,True,REGULAR,USD
NVDA250919C00080000,2025-09-12 19:58:43+00:00,80.0,98.0,97.3,98.35,0.6500015,0.66769546,121.0,17874.0,1.9375003125,True,REGULAR,USD
NVDA250919C00082000,2025-09-10 16:27:02+00:00,82.0,95.0,95.15,96.1,-1.0,-1.0416667,5.0,597.0,2.86719033203125,True,REGULAR,USD
NVDA250919C00084000,2025-09-10 13:34:23+00:00,84.0,93.24,93.6,94.25,0.0,0.0,1.0,260.0,2.44531638671875,True,REGULAR,USD
NVDA250919C00085000,2025-09-12 17:59:41+00:00,85.0,92.75,92.4,93.45,0.5,0.5420054,8.0,1988.0,2.4062539843749997,True,REGULAR,USD
NVDA250919C00086000,2025-09-12 13:30:02+00:00,86.0,92.17,90.8,92.1,0.8199997,0.8976461,4.0,573.0,2.707034482421875,True,REGULAR,USD
NVDA250919C00088000,2025-09-03 18:24:40+00:00,88.0,81.49,88.75,90.15,0.0,0.0,14.0,406.0,2.69531576171875,True,REGULAR,USD
NVDA250919C00090000,2025-09-12 19:29:50+00:00,90.0,87.8,87.5,88.0,0.45000458,0.51517415,180.0,5523.0,2.3984415039062497,True,REGULAR,USD
NVDA250919C00092000,2025-09-11 19:42:28+00:00,92.0,85.1,84.9,86.25,0.0,0.0,22.0,916.0,2.652347119140625,True,REGULAR,USD
NVDA250919C00094000,2025-09-10 18:10:03+00:00,94.0,83.6,83.35,84.45,0.0,0.0,13.0,357.0,2.0351611621093753,True,REGULAR,USD
NVDA250919C00095000,2025-09-12 17:41:08+00:00,95.0,82.62,82.25,83.1,0.22000122,0.26699176,8.0,2433.0,2.3691447021484366,True,REGULAR,USD
NVDA250919C00096000,2025-09-12 17:02:00+00:00,96.0,82.1,81.4,82.55,0.7999954,0.98400414,13.0,3283.0,2.144535888671875,True,REGULAR,USD
NVDA250919C00098000,2025-09-12 16:57:28+00:00,98.0,79.85,78.55,80.25,1.3099976,1.6679367,7.0,1240.0,2.4238320654296874,True,REGULAR,USD
NVDA250919C00100000,2025-09-12 19:58:42+00:00,100.0,78.0,77.35,78.1,0.26999664,0.34735188,89.0,42807.0,2.1953170117187497,True,REGULAR,USD
NVDA250919C00102000,2025-09-12 16:10:41+00:00,102.0,76.1,75.4,76.6,0.5,0.66137564,4.0,2905.0,1.994140654296875,True,REGULAR,USD
NVDA250919C00104000,2025-09-11 18:33:56+00:00,104.0,73.8,73.25,74.6,0.09000397,0.1221055,12.0,2437.0,1.7968760156249999,True,REGULAR,USD
NVDA250919C00105000,2025-09-12 19:14:24+00:00,105.0,72.8,72.45,73.35,0.060005188,0.0824927,64.0,8485.0,1.7109389453125,True,REGULAR,USD
NVDA250919C00106000,2025-09-12 14:07:33+00:00,106.0,71.6,71.65,72.6,1.25,1.7768301,11.0,2814.0,2.02344244140625,True,REGULAR,USD
NVDA250919C00108000,2025-09-12 16:39:16+00:00,108.0,70.07,69.35,70.15,0.16999817,0.24320194,9.0,3043.0,1.982421962890625,True,REGULAR,USD
NVDA250919C00110000,2025-09-12 19:49:13+00:00,110.0,67.75,67.5,68.55,0.66999817,0.9988046,163.0,13394.0,1.783204208984375,True,REGULAR,USD
NVDA250919C00112000,2025-09-12 18:15:39+00:00,112.0,65.65,65.65,66.3,0.05000305,0.07622416,49.0,4168.0,1.65625171875,True,REGULAR,USD
NVDA250919C00114000,2025-09-12 15:44:28+00:00,114.0,63.95,63.65,64.2,0.3500023,0.55031806,6.0,4356.0,1.5156274218749999,True,REGULAR,USD
NVDA250919C00115000,2025-09-12 19:35:14+00:00,115.0,62.69,62.45,63.0,0.34000015,0.545309,76.0,16428.0,1.60547072265625,True,REGULAR,USD
NVDA250919C00116000,2025-09-12 19:40:42+00:00,116.0,61.43,61.3,62.05,-0.61999893,-0.99919254,18.0,2765.0,1.6347674511718748,True,REGULAR,USD
NVDA250919C00118000,2025-09-12 19:09:33+00:00,118.0,59.81,59.25,60.25,-0.23999786,-0.3996634,38.0,5530.0,1.75000125,True,REGULAR,USD
NVDA250919C00120000,2025-09-12 19:57:56+00:00,120.0,58.01,57.45,58.1,0.51999664,0.9044993,589.0,22092.0,1.5683615332031249,True,REGULAR,USD
NVDA250919C00122000,2025-09-12 17:00:08+00:00,122.0,55.9,55.7,56.5,0.15000153,0.26906103,41.0,8458.0,1.51172119140625,True,REGULAR,USD
NVDA250919C00124000,2025-09-12 16:04:40+00:00,124.0,53.61,53.25,54.6,0.26000214,0.48735175,3.0,2978.0,1.2578162109375,True,REGULAR,USD
NVDA250919C00125000,2025-09-12 19:58:01+00:00,125.0,52.98,52.45,53.1,0.72999954,1.3971283,274.0,23246.0,1.4257841210937499,True,REGULAR,USD
NVDA250919C00126000,2025-09-12 19:59:28+00:00,126.0,52.17,51.45,52.4,0.80999756,1.5770981,4.0,5114.0,1.2070352148437498,True,REGULAR,USD
NVDA250919C00128000,2025-09-12 19:52:07+00:00,128.0,49.8,49.3,50.15,-0.5699997,-1.1316254,88.0,8413.0,1.3808624707031247,True,REGULAR,USD
NVDA250919C00130000,2025-09-12 19:55:00+00:00,130.0,47.97,47.85,48.0,0.87000275,1.8471396,313.0,43209.0,1.109379453125,True,REGULAR,USD
NVDA250919C00132000,2025-09-12 18:01:49+00:00,132.0,45.85,45.35,46.65,0.65999985,1.4604998,14.0,3622.0,1.1484417578125,True,REGULAR,USD
NVDA250919C00134000,2025-09-12 19:18:29+00:00,134.0,43.96,43.65,44.65,0.7099991,1.6416165,16.0,10207.0,1.2158242333984375,True,REGULAR,USD
NVDA250919C00135000,2025-09-12 19:52:51+00:00,135.0,42.92,42.75,43.05,0.5699997,1.3459262,81.0,17536.0,0.9531254687499999,True,REGULAR,USD
NVDA250919C00136000,2025-09-12 17:20:16+00:00,136.0,41.87,41.75,42.15,0.65999985,1.6015527,17.0,3581.0,0.99804689453125,True,REGULAR,USD
NVDA250919C00137000,2025-09-12 16:34:09+00:00,137.0,40.9,40.25,41.2,0.65999985,1.6401585,6.0,3987.0,1.1650432373046877,True,REGULAR,USD
NVDA250919C00138000,2025-09-12 19:21:16+00:00,138.0,39.85,39.6,40.1,-0.40000153,-0.9937926,31.0,4638.0,0.7851583984375,True,REGULAR,USD
NVDA250919C00139000,2025-09-12 16:27:18+00:00,139.0,39.25,38.4,39.65,0.49000168,1.2641943,56.0,2850.0,0.9960937890625,True,REGULAR,USD
NVDA250919C00140000,2025-09-12 19:56:28+00:00,140.0,38.05,37.85,38.05,0.48999786,1.3045735,449.0,30281.0,0.9023447265625,True,REGULAR,USD
NVDA250919C00141000,2025-09-12 19:59:36+00:00,141.0,37.02,36.9,37.05,0.42000198,1.1475464,362.0,6954.0,0.90429783203125,True,REGULAR,USD
NVDA250919C00142000,2025-09-12 19:17:42+00:00,142.0,35.92,35.3,36.45,0.7199974,2.045447,90.0,8918.0,0.7578149218750001,True,REGULAR,USD
NVDA250919C00144000,2025-09-12 18:49:08+00:00,144.0,33.7,33.3,34.7,-0.5999985,-1.7492666,216.0,5035.0,0.8535170898437501,True,REGULAR,USD
NVDA250919C00145000,2025-09-12 19:52:28+00:00,145.0,33.0,32.75,33.1,0.45000076,1.3824909,290.0,23212.0,0.7617211328125001,True,REGULAR,USD
NVDA250919C00146000,2025-09-12 19:26:45+00:00,146.0,31.9,31.6,32.7,0.9699993,3.1361115,12.0,6131.0,0.8984385156249999,True,REGULAR,USD
NVDA250919C00148000,2025-09-12 19:58:59+00:00,148.0,30.14,29.45,30.4,0.79999924,2.7266505,20.0,8646.0,0.6953155468750001,True,REGULAR,USD
NVDA250919C00150000,2025-09-12 19:58:57+00:00,150.0,28.09,27.95,28.1,0.6399994,2.3315096,1622.0,47423.0,0.727541787109375,True,REGULAR,USD
NVDA250919C00152000,2025-09-12 19:52:05+00:00,152.0,25.85,25.95,26.7,0.25,0.9765625,107.0,5736.0,0.8164080859374999,True,REGULAR,USD
NVDA250919C00152500,2025-09-12 16:07:18+00:00,152.5,25.49,24.7,26.0,0.34000015,1.3518894,6.0,299.0,0.500005,True,REGULAR,USD
NVDA250919C00154000,2025-09-12 19:47:31+00:00,154.0,24.0,23.75,24.15,0.6499996,2.7837243,48.0,3647.0,0.5839885351562499,True,REGULAR,USD
NVDA250919C00155000,2025-09-12 19:44:20+00:00,155.0,22.87,22.85,23.15,0.37000084,1.6444482,470.0,31236.0,0.594730615234375,True,REGULAR,USD
NVDA250919C00156000,2025-09-12 19:32:31+00:00,156.0,21.79,21.5,22.5,0.19000053,0.8796321,64.0,4981.0,0.5712933496093751,True,REGULAR,USD
NVDA250919C00157500,2025-09-12 19:26:15+00:00,157.5,20.51,20.0,21.3,0.050001144,0.24438488,76.0,553.0,0.6054726953125001,True,REGULAR,USD
NVDA250919C00158000,2025-09-12 19:35:04+00:00,158.0,19.9,19.6,20.3,0.35000038,1.7902834,547.0,30861.0,0.6459996337890624,True,REGULAR,USD
NVDA250919C00160000,2025-09-12 19:58:43+00:00,160.0,18.3,18.05,18.2,0.59000015,3.3314521,3908.0,108322.0,0.53320779296875,True,REGULAR,USD
NVDA250919C00162000,2025-09-12 19:52:13+00:00,162.0,16.15,16.05,16.25,0.4499998,2.8662407,628.0,8041.0,0.5239305419921875,True,REGULAR,USD
NVDA250919C00162500,2025-09-12 19:21:22+00:00,162.5,15.52,15.4,15.85,0.12000084,0.77922624,148.0,1131.0,0.5390671093750001,True,REGULAR,USD
NVDA250919C00164000,2025-09-12 19:30:40+00:00,164.0,14.25,14.1,14.3,0.3000002,2.1505392,672.0,7266.0,0.48438015625,True,REGULAR,USD
NVDA250919C00165000,2025-09-12 19:58:43+00:00,165.0,13.35,13.2,13.35,0.45000076,3.4883783,1340.0,34848.0,0.46973186523437505,True,REGULAR,USD
NVDA250919C00166000,2025-09-12 19:09:43+00:00,166.0,12.45,12.2,12.4,0.4499998,3.7499983,730.0,5492.0,0.45361874511718747,True,REGULAR,USD
NVDA250919C00167500,2025-09-12 19:57:03+00:00,167.5,11.0,10.75,11.0,0.35000038,3.2863884,731.0,3849.0,0.43140217041015627,True,REGULAR,USD
NVDA250919C00168000,2025-09-12 19:58:44+00:00,168.0,10.58,10.3,10.5,0.3800001,3.7254915,1699.0,7942.0,0.4165097412109374,True,REGULAR,USD
NVDA250919C00170000,2025-09-12 19:59:44+00:00,170.0,8.7,8.55,8.7,0.34999943,4.19161,8683.0,95127.0,0.39111937011718745,True,REGULAR,USD
NVDA250919C00172500,2025-09-12 19:59:27+00:00,172.5,6.53,6.5,6.55,0.1800003,2.8346505,5103.0,12123.0,0.35864899169921877,True,REGULAR,USD
NVDA250919C00175000,2025-09-12 19:59:34+00:00,175.0,4.65,4.6,4.65,0.05000019,1.0869608,19449.0,76469.0,0.33618827880859375,True,REGULAR,USD
NVDA250919C00177500,2025-09-12 19:59:57+00:00,177.5,3.06,3.05,3.1,-0.09000015,-2.8571475,37100.0,25283.0,0.3232489550781249,True,REGULAR,USD
NVDA250919C00180000,2025-09-12 19:59:57+00:00,180.0,1.89,1.88,1.9,-0.14999998,-7.35294,110816.0,79759.0,0.31250687499999996,False,REGULAR,USD
NVDA250919C00182500,2025-09-12 19:59:59+00:00,182.5,1.09,1.09,1.11,-0.15999997,-12.799997,104148.0,51920.0,0.31055376953124997,False,REGULAR,USD
NVDA250919C00185000,2025-09-12 19:59:59+00:00,185.0,0.63,0.62,0.63,-0.120000005,-16.000002,64564.0,110899.0,0.31445998046874996,False,REGULAR,USD
NVDA250919C00187500,2025-09-12 19:59:59+00:00,187.5,0.36,0.36,0.37,-0.099999994,-21.739128,28530.0,25990.0,0.32569033691406246,False,REGULAR,USD
NVDA250919C00190000,2025-09-12 19:59:57+00:00,190.0,0.22,0.22,0.23,-0.08000001,-26.666672,39824.0,98680.0,0.34180345703125,False,REGULAR,USD
NVDA250919C00192500,2025-09-12 19:59:15+00:00,192.5,0.15,0.15,0.16,-0.049999997,-24.999998,19613.0,17307.0,0.36524072265625,False,REGULAR,USD
NVDA250919C00195000,2025-09-12 19:59:57+00:00,195.0,0.1,0.1,0.11,-0.04,-28.571426,16326.0,59042.0,0.38477177734374995,False,REGULAR,USD
NVDA250919C00197500,2025-09-12 19:59:00+00:00,197.5,0.08,0.07,0.09,-0.030000001,-27.272728,3160.0,7017.0,0.414068359375,False,REGULAR,USD
NVDA250919C00200000,2025-09-12 19:59:48+00:00,200.0,0.06,0.06,0.07,-0.030000005,-33.333336,13472.0,73963.0,0.437505625,False,REGULAR,USD
NVDA250919C00202500,2025-09-12 19:53:59+00:00,202.5,0.05,0.04,0.05,-0.009999998,-16.666664,3322.0,6682.0,0.45508357421875,False,REGULAR,USD
NVDA250919C00205000,2025-09-12 19:59:50+00:00,205.0,0.04,0.03,0.04,-0.010000002,-20.000004,6627.0,25461.0,0.476567734375,False,REGULAR,USD
NVDA250919C00210000,2025-09-12 19:31:56+00:00,210.0,0.02,0.02,0.03,-0.01,-33.333336,718.0,30769.0,0.51562984375,False,REGULAR,USD
NVDA250919C00212000,2025-09-12 19:52:43+00:00,212.0,0.02,0.01,0.02,0.0,0.0,1464.0,5174.0,0.51562984375,False,REGULAR,USD
NVDA250919C00213000,2025-09-12 19:19:12+00:00,213.0,0.01,0.01,0.02,-0.01,-50.0,399.0,3471.0,0.523442265625,False,REGULAR,USD
NVDA250919C00214000,2025-09-12 18:52:28+00:00,214.0,0.01,0.01,0.02,-0.01,-50.0,2758.0,3342.0,0.5390671093750001,False,REGULAR,USD
NVDA250919C00215000,2025-09-12 19:59:42+00:00,215.0,0.02,0.01,0.02,0.0,0.0,460.0,15854.0,0.5468795312500001,False,REGULAR,USD
NVDA250919C00216000,2025-09-12 19:51:27+00:00,216.0,0.01,0.0,0.01,-0.01,-50.0,1121.0,3051.0,0.500005,False,REGULAR,USD
NVDA250919C00217000,2025-09-12 17:43:04+00:00,217.0,0.01,0.01,0.02,0.0,0.0,90.0,970.0,0.570316796875,False,REGULAR,USD
NVDA250919C00218000,2025-09-12 19:06:43+00:00,218.0,0.01,0.0,0.01,0.0,0.0,2.0,1925.0,0.5312546875,False,REGULAR,USD
NVDA250919C00219000,2025-09-12 14:10:51+00:00,219.0,0.01,0.0,0.01,-0.02,-66.66667,14.0,2116.0,0.5312546875,False,REGULAR,USD
NVDA250919C00220000,2025-09-12 19:05:29+00:00,220.0,0.01,0.0,0.01,0.0,0.0,667.0,19999.0,0.5468795312500001,False,REGULAR,USD
NVDA250919C00221000,2025-09-10 17:56:59+00:00,221.0,0.01,0.0,0.01,0.0,0.0,3.0,1228.0,0.5625043750000001,False,REGULAR,USD
NVDA250919C00222000,2025-09-11 15:49:41+00:00,222.0,0.01,0.0,0.01,0.0,0.0,2.0,1479.0,0.5625043750000001,False,REGULAR,USD
NVDA250919C00223000,2025-09-11 18:12:21+00:00,223.0,0.01,0.0,0.01,0.0,0.0,1.0,469.0,0.57812921875,False,REGULAR,USD
NVDA250919C00224000,2025-09-04 16:11:41+00:00,224.0,0.01,0.0,0.01,0.0,0.0,1.0,1035.0,0.5937540625000001,False,REGULAR,USD
NVDA250919C00225000,2025-09-12 18:09:22+00:00,225.0,0.01,0.0,0.01,0.0,0.0,2.0,6849.0,0.5937540625000001,False,REGULAR,USD
NVDA250919C00226000,2025-09-12 18:16:14+00:00,226.0,0.01,0.0,0.01,0.0,0.0,6.0,725.0,0.6093789062500001,False,REGULAR,USD
NVDA250919C00227000,2025-09-08 13:30:19+00:00,227.0,0.01,0.0,0.01,0.0,0.0,3.0,536.0,0.6250037500000001,False,REGULAR,USD
NVDA250919C00228000,2025-09-08 16:53:23+00:00,228.0,0.01,0.0,0.01,0.0,0.0,11.0,1049.0,0.6250037500000001,False,REGULAR,USD
NVDA250919C00230000,2025-09-12 19:30:04+00:00,230.0,0.01,0.0,0.01,0.0,0.0,2.0,5119.0,0.6562534375000001,False,REGULAR,USD
NVDA250919C00235000,2025-09-11 15:24:52+00:00,235.0,0.01,0.0,0.01,0.0,0.0,8.0,2101.0,0.70312796875,False,REGULAR,USD
NVDA250919C00240000,2025-09-12 18:16:14+00:00,240.0,0.01,0.0,0.01,0.0,0.0,10.0,18590.0,0.7500025,False,REGULAR,USD
NVDA250919C00245000,2025-09-11 14:33:37+00:00,245.0,0.01,0.0,0.01,0.0,0.0,2.0,2131.0,0.79687703125,False,REGULAR,USD
NVDA250919C00250000,2025-09-12 19:25:17+00:00,250.0,0.01,0.0,0.01,0.0,0.0,37.0,11954.0,0.8437515624999999,False,REGULAR,USD
NVDA250919C00255000,2025-09-04 18:23:49+00:00,255.0,0.01,0.0,0.01,0.0,0.0,6.0,1327.0,0.87500125,False,REGULAR,USD
NVDA250919C00260000,2025-09-10 13:34:45+00:00,260.0,0.01,0.0,0.01,0.0,0.0,3.0,8005.0,0.937500625,False,REGULAR,USD
NVDA250919C00265000,2025-09-10 16:33:53+00:00,265.0,0.01,0.0,0.01,0.0,0.0,2.0,3168.0,0.9687503125,False,REGULAR,USD
NVDA250919C00270000,2025-09-08 14:58:30+00:00,270.0,0.01,0.0,0.01,0.0,0.0,10.0,2062.0,1.000005,False,REGULAR,USD
NVDA250919C00275000,2025-08-28 14:36:34+00:00,275.0,0.01,0.0,0.01,0.0,0.0,487.0,6230.0,1.0625046875000002,False,REGULAR,USD
NVDA250919C00280000,2025-08-28 15:27:23+00:00,280.0,0.01,0.0,0.01,0.0,0.0,181.0,7477.0,1.09375453125,False,REGULAR,USD
NVDA250919C00290000,2025-09-10 16:24:31+00:00,290.0,0.01,0.0,0.01,0.0,0.0,1.0,19605.0,1.15625421875,False,REGULAR,USD
NVDA250919C00300000,2025-09-12 13:30:02+00:00,300.0,0.01,0.0,0.01,0.0,0.0,10.0,23249.0,1.2500037499999999,False,REGULAR,USD
NVDA250919C00310000,2025-08-27 19:41:19+00:00,310.0,0.01,0.0,0.01,0.0,0.0,230.0,5875.0,1.3125034374999998,False,REGULAR,USD
NVDA250919C00320000,2025-08-28 13:29:59+00:00,320.0,0.01,0.0,0.01,0.0,0.0,1.0,15959.0,1.3750031249999999,False,REGULAR,USD
NVDA250919C00330000,2025-09-11 13:30:38+00:00,330.0,0.01,0.0,0.01,0.0,0.0,1.0,203.0,1.4375028125,False,REGULAR,USD
NVDA250919C00340000,2025-08-25 17:06:29+00:00,340.0,0.01,0.0,0.01,0.0,0.0,201.0,14052.0,1.5000025,False,REGULAR,USD
NVDA250919C00350000,2025-08-07 13:30:00+00:00,350.0,0.02,0.0,0.01,0.0,0.0,1.0,45.0,1.5625021874999998,False,REGULAR,USD
NVDA250919C00360000,2025-09-11 15:24:13+00:00,360.0,0.01,0.0,0.01,0.0,0.0,7.0,1236.0,1.625001875,False,REGULAR,USD
NVDA250919C00390000,2024-05-21 15:46:08+00:00,390.0,594.58,843.7,859.6,0.0,0.0,10.0,14.0,0.0,False,REGULAR,USD
NVDA250919C00400000,2024-06-03 16:23:10+00:00,400.0,765.13,836.45,850.6,0.0,0.0,1.0,7.0,0.0,False,REGULAR,USD
NVDA250919C00450000,2024-05-22 13:43:35+00:00,450.0,542.09,792.15,806.4,0.0,0.0,1.0,1.0,0.0,False,REGULAR,USD
NVDA250919C00470000,2024-06-05 17:25:24+00:00,470.0,779.15,774.55,788.5,0.0,0.0,1.0,2.0,0.0,False,REGULAR,USD
NVDA250919C00500000,2024-06-07 17:19:03+00:00,500.0,761.66,748.45,762.35,62.0099,8.863,1.0,16.0,0.0,False,REGULAR,USD
NVDA250919C00520000,2024-06-05 18:47:00+00:00,520.0,745.6,731.3,745.25,745.6,,,1.0,0.0,False,REGULAR,USD
NVDA250919C00540000,2024-05-29 17:34:52+00:00,540.0,659.67,714.25,728.25,0.0,0.0,,1.0,0.0,False,REGULAR,USD
NVDA250919C00560000,2024-04-19 18:36:01+00:00,560.0,320.5,432.9,440.35,0.0,0.0,2.0,2.0,0.0,False,REGULAR,USD
NVDA250919C00580000,2024-06-05 17:19:37+00:00,580.0,688.16,680.75,694.7,0.0,0.0,1.0,8.0,0.0,False,REGULAR,USD
NVDA250919C00600000,2024-06-04 17:25:45+00:00,600.0,613.1,664.25,678.3,0.0,0.0,4.0,11.0,0.0,False,REGULAR,USD
NVDA250919C00620000,2024-06-04 19:45:59+00:00,620.0,610.57,648.0,661.55,0.0,0.0,1.0,7.0,0.0,False,REGULAR,USD
NVDA250919C00640000,2024-05-23 19:58:29+00:00,640.0,476.8,631.9,645.6,0.0,0.0,1.0,1.0,0.0,False,REGULAR,USD
NVDA250919C00660000,2024-06-07 17:05:22+00:00,660.0,628.37,616.35,629.35,8.69,1.40234,14.0,16.0,0.0,False,REGULAR,USD
NVDA250919C00680000,2024-04-25 17:12:53+00:00,680.0,281.0,462.0,481.65,0.0,0.0,,1.0,0.0,False,REGULAR,USD
NVDA250919C00700000,2024-05-31 16:02:01+00:00,700.0,484.81,585.3,596.5,0.0,0.0,3.0,8.0,0.0,False,REGULAR,USD
NVDA250919C00720000,2024-06-06 13:52:23+00:00,720.0,588.61,570.6,582.9,0.0,0.0,20.0,22.0,0.0,False,REGULAR,USD
NVDA250919C00740000,2024-05-21 14:54:12+00:00,740.0,334.88,555.6,569.0,0.0,0.0,2.0,3.0,0.0,False,REGULAR,USD
NVDA250919C00760000,2024-06-07 17:28:06+00:00,760.0,551.05,542.7,552.85,-7.65002,-1.36925,2.0,582.0,0.0,False,REGULAR,USD
NVDA250919C00780000,2024-06-05 14:19:49+00:00,780.0,518.88,528.55,537.8,0.0,0.0,1.0,146.0,0.0,False,REGULAR,USD
NVDA250919C00800000,2024-06-07 17:28:06+00:00,800.0,522.55,513.75,523.85,3.44,0.662673,2.0,161.0,0.0,False,REGULAR,USD
NVDA250919C00820000,2024-05-30 15:09:07+00:00,820.0,440.0,499.65,511.55,0.0,0.0,4.0,66.0,0.0,False,REGULAR,USD
